system,strategy,strategy_name,scenario,trial,throughput_records_per_sec,recovery_latency_ms,duplicate_records,duplicate_rate_pct,records_lost,checkpoint_size_mb,records_processed
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,1,51192.6,11054.0,0,0.0,0,131.4,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,2,53453.2,11993.5,0,0.0,0,136.6,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,3,49413.0,11881.8,0,0.0,0,110.5,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,4,51597.2,11322.8,0,0.0,0,139.6,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,5,52239.8,11773.6,0,0.0,0,141.7,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,6,51890.1,13399.9,0,0.0,0,122.7,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,7,51424.5,12361.6,0,0.0,0,139.6,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,8,52410.5,12865.9,0,0.0,0,135.8,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,9,49431.7,14077.3,0,0.0,0,129.1,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,10,51747.9,12333.9,0,0.0,0,146.4,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,11,54725.2,13072.8,0,0.0,0,114.2,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,12,51965.8,10509.5,0,0.0,0,125.2,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,13,48013.6,12291.7,0,0.0,0,86.5,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,14,52379.8,13828.8,0,0.0,0,101.4,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,15,49690.1,11573.8,0,0.0,0,117.2,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,16,48642.4,12995.6,0,0.0,0,103.2,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,17,51302.3,11349.7,0,0.0,0,97.6,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,18,52812.5,12671.1,0,0.0,0,88.4,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,19,48269.3,11766.5,0,0.0,0,93.0,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,20,52313.3,13408.6,0,0.0,0,130.7,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,21,54374.9,11985.0,0,0.0,0,99.8,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,22,52930.6,12603.6,0,0.0,0,95.9,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,23,51952.7,12346.5,0,0.0,0,117.4,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,24,50918.5,15100.5,0,0.0,0,118.7,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,25,51437.9,11643.3,0,0.0,0,140.8,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,26,47468.1,12307.0,0,0.0,0,120.2,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,27,49538.6,12404.9,0,0.0,0,92.9,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,28,56618.3,13004.3,0,0.0,0,113.4,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,29,52744.2,11186.5,0,0.0,0,85.2,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",checkpoint_corruption,30,51310.8,11916.6,0,0.0,0,90.4,1000000
