system,strategy,strategy_name,scenario,trial,throughput_records_per_sec,recovery_latency_ms,duplicate_records,duplicate_rate_pct,records_lost,checkpoint_size_mb,records_processed
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,1,56654.3,5387.7,0,0.0,0,101.1,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,2,54065.3,5795.6,0,0.0,0,100.1,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,3,51466.8,6092.1,0,0.0,0,125.8,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,4,51772.6,5922.6,0,0.0,0,95.0,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,5,49391.9,5987.6,0,0.0,0,135.7,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,6,54580.3,5991.6,0,0.0,0,116.1,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,7,52772.8,5451.6,0,0.0,0,137.3,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,8,54149.9,5022.7,0,0.0,0,95.7,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,9,54282.0,5909.8,0,0.0,0,97.1,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,10,49833.3,5957.5,0,0.0,0,85.1,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,11,51423.4,6175.4,0,0.0,0,93.6,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,12,53263.9,5226.9,0,0.0,0,97.1,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,13,53995.0,5754.4,0,0.0,0,132.6,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,14,54259.1,5555.1,0,0.0,0,109.8,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,15,56649.2,6969.8,0,0.0,0,116.3,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,16,55732.5,5922.2,0,0.0,0,139.4,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,17,50261.9,6052.6,0,0.0,0,126.7,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,18,57120.1,5746.8,0,0.0,0,146.5,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,19,56512.1,5348.5,0,0.0,0,130.3,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,20,49922.1,5770.6,0,0.0,0,118.4,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,21,57067.0,5283.6,0,0.0,0,113.2,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,22,54028.9,6191.3,0,0.0,0,124.6,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,23,54394.7,5171.9,0,0.0,0,123.9,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,24,53988.0,6006.4,0,0.0,0,100.0,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,25,53859.5,6252.2,0,0.0,0,117.8,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,26,55170.5,6088.1,0,0.0,0,128.6,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,27,53906.1,5617.6,0,0.0,0,108.5,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,28,51894.3,5657.4,0,0.0,0,94.5,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,29,49881.6,6342.5,0,0.0,0,120.9,1000000
Flink,F2,"Unaligned Barriers (Exactly-Once, Low Latency)",node_failure,30,52649.2,4834.4,0,0.0,0,133.6,1000000
