system,strategy,strategy_name,scenario,trial,throughput_records_per_sec,recovery_latency_ms,duplicate_records,duplicate_rate_pct,records_lost,checkpoint_size_mb,records_processed
Flink,F3,Incremental Checkpointing (RocksDB),baseline,1,50607.4,0,0,0.0,0,448.7,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,2,51478.0,0,0,0.0,0,264.9,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,3,52335.1,0,0,0.0,0,406.1,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,4,49516.3,0,0,0.0,0,287.4,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,5,50041.7,0,0,0.0,0,333.0,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,6,51806.1,0,0,0.0,0,420.6,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,7,53718.8,0,0,0.0,0,370.4,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,8,51998.5,0,0,0.0,0,368.0,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,9,51812.9,0,0,0.0,0,283.6,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,10,47494.9,0,0,0.0,0,284.3,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,11,51507.4,0,0,0.0,0,276.5,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,12,51160.6,0,0,0.0,0,255.8,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,13,54178.9,0,0,0.0,0,364.7,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,14,52135.0,0,0,0.0,0,301.2,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,15,52445.7,0,0,0.0,0,387.6,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,16,55056.8,0,0,0.0,0,335.3,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,17,50446.8,0,0,0.0,0,405.4,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,18,48117.0,0,0,0.0,0,371.3,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,19,49756.3,0,0,0.0,0,329.3,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,20,48345.6,0,0,0.0,0,354.4,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,21,49608.4,0,0,0.0,0,413.6,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,22,48775.7,0,0,0.0,0,255.0,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,23,52921.2,0,0,0.0,0,397.3,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,24,53507.1,0,0,0.0,0,359.5,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,25,51864.8,0,0,0.0,0,384.6,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,26,53050.5,0,0,0.0,0,386.9,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,27,54195.0,0,0,0.0,0,343.7,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,28,51311.0,0,0,0.0,0,256.9,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,29,54057.9,0,0,0.0,0,307.7,1000000
Flink,F3,Incremental Checkpointing (RocksDB),baseline,30,52600.9,0,0,0.0,0,292.6,1000000
