system,strategy,strategy_name,scenario,trial,throughput_records_per_sec,recovery_latency_ms,duplicate_records,duplicate_rate_pct,records_lost,checkpoint_size_mb,records_processed
Flink,F1,Aligned Barriers (Exactly-Once),baseline,1,54497.4,0,0,0.0,0,99.3,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,2,54436.9,0,0,0.0,0,95.6,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,3,54532.1,0,0,0.0,0,142.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,4,51655.6,0,0,0.0,0,86.1,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,5,54344.4,0,0,0.0,0,95.3,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,6,55043.4,0,0,0.0,0,115.4,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,7,56178.9,0,0,0.0,0,125.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,8,55032.1,0,0,0.0,0,118.1,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,9,55317.3,0,0,0.0,0,136.7,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,10,57553.3,0,0,0.0,0,80.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,11,55916.7,0,0,0.0,0,103.8,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,12,51747.6,0,0,0.0,0,90.9,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,13,56634.1,0,0,0.0,0,86.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,14,54294.7,0,0,0.0,0,86.8,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,15,56442.9,0,0,0.0,0,136.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,16,52462.2,0,0,0.0,0,131.1,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,17,49298.1,0,0,0.0,0,106.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,18,53525.5,0,0,0.0,0,118.6,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,19,56195.0,0,0,0.0,0,140.3,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,20,52239.9,0,0,0.0,0,120.4,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,21,54618.9,0,0,0.0,0,96.0,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,22,54182.8,0,0,0.0,0,100.3,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,23,56140.7,0,0,0.0,0,87.1,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,24,55534.8,0,0,0.0,0,99.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,25,53483.3,0,0,0.0,0,105.9,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,26,53293.5,0,0,0.0,0,94.7,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,27,54274.8,0,0,0.0,0,125.4,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,28,59705.1,0,0,0.0,0,122.6,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,29,56413.8,0,0,0.0,0,91.4,1000000
Flink,F1,Aligned Barriers (Exactly-Once),baseline,30,57785.9,0,0,0.0,0,106.6,1000000
