system,strategy,strategy_name,scenario,trial,throughput_records_per_sec,recovery_latency_ms,duplicate_records,duplicate_rate_pct,records_lost,checkpoint_size_mb,records_processed
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,1,50321.7,7529.8,0,0.0,0,110.7,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,2,46753.7,7521.7,0,0.0,0,95.7,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,3,46396.6,8335.2,0,0.0,0,96.1,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,4,47806.4,7817.9,0,0.0,0,124.2,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,5,48199.5,9032.5,0,0.0,0,140.2,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,6,48891.8,7777.2,0,0.0,0,126.8,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,7,47892.9,7915.3,0,0.0,0,145.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,8,45811.6,7225.9,0,0.0,0,134.9,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,9,48095.7,7144.1,0,0.0,0,86.8,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,10,45935.4,7861.4,0,0.0,0,112.7,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,11,47317.7,6545.6,0,0.0,0,148.9,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,12,49187.1,7962.5,0,0.0,0,103.8,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,13,48567.7,7165.0,0,0.0,0,93.3,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,14,45862.2,7787.2,0,0.0,0,99.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,15,47681.0,9110.0,0,0.0,0,111.0,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,16,49163.4,6898.4,0,0.0,0,83.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,17,51150.2,7554.1,0,0.0,0,147.8,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,18,50853.4,6966.7,0,0.0,0,91.6,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,19,46414.1,7602.7,0,0.0,0,108.1,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,20,49339.7,7800.4,0,0.0,0,149.0,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,21,47370.9,8752.1,0,0.0,0,111.9,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,22,43613.9,8359.0,0,0.0,0,149.7,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,23,44944.1,7186.2,0,0.0,0,90.8,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,24,46284.8,9283.5,0,0.0,0,120.5,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,25,44748.7,7262.4,0,0.0,0,84.0,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,26,45811.2,7152.0,0,0.0,0,139.7,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,27,50230.5,9014.6,0,0.0,0,85.6,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,28,48639.9,8405.9,0,0.0,0,127.3,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,29,47761.7,7904.2,0,0.0,0,142.3,1000000
Flink,F1,Aligned Barriers (Exactly-Once),driver_failure,30,47734.4,8478.8,0,0.0,0,123.4,1000000
